idx_a,idx_b,is_terna_a,is_terna_b,merge,municipality_a,municipality_b,mw_a,mw_b,province_a,province_b,province_norm_a,province_norm_b,reason,region_a,region_b,score,source_a,source_b,title_a,title_b,url_a,url_b
240,1290,False,False,False,,,60.0,0.2,LE,LE,LE,LE,mw_conflict:60.0!=0.2,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 134 del 28 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 106 del 15 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63258,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63236
240,1300,False,False,False,,,60.0,,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 134 del 28 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 133 del 27 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63258,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63257
246,485,False,False,False,,,59.34,39.78,FG,FG,FG,FG,mw_conflict:59.34!=39.78,Puglia,Puglia,0,puglia,puglia,Impianto FER agrivoltaico - Comune di Sant'Agata di Puglia (FG) - 59.34 MW,Impianto FER agrivoltaico - Comune di Sant'Agata di Puglia (FG) - 39.78 MW,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer
252,363,False,False,False,,,57.44,47.83,FG,FG,FG,FG,mw_conflict:57.44!=47.83,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 308 del 17 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 309 del 17 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62761,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62760
252,621,False,False,False,,,57.44,30.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 308 del 17 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 300 del 10 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62761,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62750
252,843,False,False,False,,,57.44,17.44,FG,FG,FG,FG,mw_conflict:57.44!=17.44,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 308 del 17 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 307 del 13 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62761,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62762
270,622,False,False,False,,,55.0,30.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 43 del 18 febbraio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 36 del 10 febbraio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63141,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62922
270,678,False,False,False,,,55.0,26.4,FG,LE,FG,LE,province_conflict:FG!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 43 del 18 febbraio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 32 del 3 febbraio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63141,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62887
283,380,False,False,False,,,54.012,46.29,FG,FG,FG,FG,mw_conflict:54.012!=46.29,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 174 del 1 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 200 del 25 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63350,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63452
283,877,False,False,False,,,54.012,15.575,FG,TA,FG,TA,province_conflict:FG!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 174 del 1 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 194 del 23 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63350,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63446
350,660,False,False,False,,,48.888,27.32,BR,BR,BR,BR,mw_conflict:48.888!=27.32,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 84 del 30 Marzo 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 82 del 27 Marzo 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64125,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64119
350,1183,False,False,False,,,48.888,4.359,BR,BA,BR,BA,province_conflict:BR!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 84 del 30 Marzo 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 78 del 20 Marzo 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64125,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64107
350,1252,False,False,False,,,48.888,1.255,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 84 del 30 Marzo 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 81 del 27 Marzo 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64125,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=64118
363,621,False,False,False,,,47.83,30.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 309 del 17 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 300 del 10 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62760,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62750
363,843,False,False,False,,,47.83,17.44,FG,FG,FG,FG,mw_conflict:47.83!=17.44,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 309 del 17 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 307 del 13 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62760,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62762
380,877,False,False,False,,,46.29,15.575,FG,TA,FG,TA,province_conflict:FG!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 200 del 25 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 194 del 23 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63452,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63446
394,427,False,False,False,,,45.1,42.79,EN,EN,EN,EN,mw_conflict:45.1!=42.79,Sicilia,Sicilia,0,mase_provvedimenti,mase_provvedimenti,"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, di potenza pari a 45,10 MW, sito nel Comune di Enna (EN), in località Calderari, e delle relative opere di connessione alla RTN, ricadenti anche nel Comuni di Assoro (EN) e","Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, di potenza pari a 42,79 MW, sito nel Comune di Enna (EN), in località Calderari, e delle relative opere di connessione alla RTN, ricadenti anche nei Comuni di Assoro (EN) e",https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5941,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5943
398,574,False,False,False,,,44.86,33.49,BA,BA,BA,BA,mw_conflict:44.86!=33.49,Puglia,Puglia,0,puglia,puglia,Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 44.86 MW,Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 33.49 MW,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer
398,613,False,False,False,,,44.86,30.089,BA,BA,BA,BA,mw_conflict:44.86!=30.089,Puglia,Puglia,0,puglia,puglia,Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 44.86 MW,Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 30.089 MW,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer
404,450,False,False,False,,,44.489,41.038,FG,FG,FG,FG,mw_conflict:44.489!=41.038,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778
404,467,False,False,False,,,44.489,40.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747
404,665,False,False,False,,,44.489,27.1,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807
404,1042,False,False,False,,,44.489,8.5,FG,BA,FG,BA,province_conflict:FG!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
404,1099,False,False,False,,,44.489,6.6,FG,FG,FG,FG,mw_conflict:44.489!=6.6,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
413,440,False,False,False,,,43.762,41.45,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 23 Aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 76 del 3 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63253,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63032
413,862,False,False,False,,,43.762,16.6,FG,FG,FG,FG,mw_conflict:43.762!=16.6,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 23 Aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 98 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63253,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63201
413,939,False,False,False,,,43.762,11.971,FG,BA,FG,BA,province_conflict:FG!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 23 Aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 99 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63253,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63220
413,982,False,False,False,,,43.762,10.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 23 Aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 100 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63253,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63235
413,1107,False,False,False,,,43.762,6.36,FG,LE,FG,LE,province_conflict:FG!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 23 Aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 89 del 17 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63253,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63219
413,1282,False,False,False,,,43.762,0.896,FG,FG,FG,FG,mw_conflict:43.762!=0.896,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 90 del 23 Aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 97 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63253,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63200
433,434,False,False,False,,,42.334,42.334,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,mase_provvedimenti,mase_provvedimenti,"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, della potenza di 42,334 MW e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Salice Salentino (LE), Guagnano (LE), San Pancrazio Salentino (BR) ed","Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, della potenza di 42,334 MW e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Salice Salentino (LE), Guagnano (LE), San Pancrazio Salentino (BR) ed",https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5944,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5944
439,1076,False,False,False,,,41.45,7.501,BR,TA,BR,TA,province_conflict:BR!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 123 del 26 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 137 del 29 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63255,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63283
439,1109,False,False,False,,,41.45,6.3,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 123 del 26 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 116 del 20 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63255,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63237
439,1290,False,False,False,,,41.45,0.2,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 123 del 26 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 106 del 15 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63255,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63236
439,1300,False,False,False,,,41.45,,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 123 del 26 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 133 del 27 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63255,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63257
440,862,False,False,False,,,41.45,16.6,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 76 del 3 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 98 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63032,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63201
440,939,False,False,False,,,41.45,11.971,BR,BA,BR,BA,province_conflict:BR!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 76 del 3 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 99 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63032,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63220
440,982,False,False,False,,,41.45,10.0,BR,BR,BR,BR,mw_conflict:41.45!=10.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 76 del 3 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 100 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63032,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63235
440,1107,False,False,False,,,41.45,6.36,BR,LE,BR,LE,province_conflict:BR!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 76 del 3 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 89 del 17 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63032,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63219
440,1282,False,False,False,,,41.45,0.896,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 76 del 3 aprile 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 97 del 29 aprile 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63032,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63200
449,983,False,False,False,,,41.038,10.0,FG,FG,FG,FG,mw_conflict:41.038!=10.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 210 del 11 agosto 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 213 del 29 Agosto 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63473,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63489
450,467,False,False,False,,,41.038,40.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747
450,665,False,False,False,,,41.038,27.1,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807
450,1042,False,False,False,,,41.038,8.5,FG,BA,FG,BA,province_conflict:FG!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
450,1099,False,False,False,,,41.038,6.6,FG,FG,FG,FG,mw_conflict:41.038!=6.6,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
467,665,False,False,False,,,40.0,27.1,BR,BR,BR,BR,mw_conflict:40.0!=27.1,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807
467,1042,False,False,False,,,40.0,8.5,BR,BA,BR,BA,province_conflict:BR!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
467,1099,False,False,False,,,40.0,6.6,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
474,788,False,False,False,,,40.0,19.95,SS,PZ,SS,PZ,province_conflict:SS!=PZ,Sardegna,Basilicata,0,mase_provvedimenti,mase_provvedimenti,"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un parco Agrivoltaico, denominato ""Porto Torres"", della potenza di 40 MW e delle relative opere di connessione alla RTN, da realizzarsi nel comune di Porto Torres (SS), località ""Strada vicinale Rio","Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto per la realizzazione di un impianto agrovoltaico, denominato ""Spinamara Sottana"", della potenza nominale di 19.95 MW, e delle relative opere di connessione alla RTN, da realizzarsi nel territorio del Co",https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5837,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5871
492,755,False,False,False,,,39.0,21.0,VITERBO,VITERBO,VT,VT,mw_conflict:39.0!=21.0,Lazio,Lazio,0,lazio,lazio,"Intervento di realizzazione di un impianto fotovoltaico a terra della potenza di 39 Mw in AC e 40 Mw in DC e delle relative opere di connessione alla RTN, denominato “EG MARCONI"" Provvedimento Autorizzatorio Unico Regionale n° G01298 del 09/02/2022 Determinazione n° G14313 del 22/11/2021 Favorevole con prescrizioni","Intervento di realizzazione di un impianto fotovoltaico a terra della potenza di 21 Mw in AC e 25 Mw in DC e delle relative opere di connessione alla RTN, denominato “EG VOLTA"" Provvedimento Autorizzatorio Unico Regionale n° G01297 del 09/02/2022 Determinazione G11892 del 04/10/2021 Favorevole con prescrizioni",https://regionelazio.app.box.com/v/VIA-119-2020,https://regionelazio.app.box.com/v/VIA-120-2020
559,952,False,False,False,,,34.14,11.25,CT,CT,CT,CT,mw_conflict:34.14!=11.25,Sicilia,Sicilia,0,sicilia,sicilia,"PROGETTO PER LA REALIZZAZIONE DI UN'IMPIANTO AGRIVOLTAICO NEL COMUNE DI LICODIA EUBEA (CT) DELLA POTENZA PARI A 34,14 MWDC","PROGETTO PER LA REALIZZAZIONE DI UN&#039;IMPIANTO FOTOVOLTAICO NEL COMUNE DI LICODIA EUBEA (CT) DELLA POTENZA PARI A 11,25 MWDC",https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1609&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1220&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0
574,613,False,False,False,,,33.49,30.089,BA,BA,BA,BA,mw_conflict:33.49!=30.089,Puglia,Puglia,0,puglia,puglia,Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 33.49 MW,Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 30.089 MW,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer
