idx_a,idx_b,is_terna_a,is_terna_b,merge,municipality_a,municipality_b,mw_a,mw_b,province_a,province_b,province_norm_a,province_norm_b,reason,region_a,region_b,score,source_a,source_b,title_a,title_b,url_a,url_b
92,283,False,False,False,,,90.0,54.012,FG,FG,FG,FG,mw_conflict:90.0!=54.012,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 202 del 29 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 174 del 1 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63453,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63350
92,380,False,False,False,,,90.0,46.29,FG,FG,FG,FG,mw_conflict:90.0!=46.29,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 202 del 29 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 200 del 25 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63453,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63452
92,877,False,False,False,,,90.0,15.575,FG,TA,FG,TA,province_conflict:FG!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 202 del 29 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 194 del 23 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63453,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63446
99,223,False,False,False,,,87.87,63.004,BT,FG,BT,FG,province_conflict:BT!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 199 del 25 luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 201 del 28 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63472,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63601
99,283,False,False,False,,,87.87,54.012,BT,FG,BT,FG,province_conflict:BT!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 199 del 25 luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 174 del 1 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63472,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63350
99,380,False,False,False,,,87.87,46.29,BT,FG,BT,FG,province_conflict:BT!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 199 del 25 luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 200 del 25 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63472,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63452
99,877,False,False,False,,,87.87,15.575,BT,TA,BT,TA,province_conflict:BT!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 199 del 25 luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 194 del 23 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63472,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63446
101,601,False,False,False,,,87.468,30.732,,,,,mw_conflict:87.468!=30.732,Sicilia,Sicilia,0,sicilia,sicilia,"IMPIANTO AGRO-FOTOVOLTAICO A TERRA DENOMINATO “S&P 4”, DI POTENZA COMPLESSIVA PARI A 87.468,00 KWP (60.000 KW IN IMMISSIONE)","IMPIANTO AGRO-FOTOVOLTAICO A TERRA DENOMINATO “S&P 2”, DI POTENZA COMPLESSIVA PARI A 30.732 KWP (20.000 KW IN IMMISSIONE)",https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=859&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=856&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0
116,829,False,False,False,,,83.2,18.031,MO,FE,MO,FE,province_conflict:MO!=FE,Emilia-Romagna,Emilia-Romagna,0,emilia_romagna,emilia_romagna,"ARPAE: IMPIANTO AGRIVOLTAICO “ENERGIA DEL PANARO"" CON POTENZA INSTALLATA DI 83,2 MWP E OPERE DI CONNESSIONE NEL COMUNE DI FINALE EMILIA E SAN FELIC...","ARPAE: IMPIANTO AGRIVOLTAICO AVANZATO PORTOMAGGIORE CONNESSO ALLA RTN DELLA POTENZA DI PICCO PARI A 18.030,60 KW",https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6718,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6718
118,1317,False,False,False,,,83.2,,BO,,BO,,same_specific_url+same_region,Emilia-Romagna,Emilia-Romagna,89,emilia_romagna,emilia_romagna,"ARPAE: PROGETTO DI REALIZZAZIONE DI UN IMPIANTO AGRIVOLTAICO INTEGRATO CON POTENZA DI PICCO PARI A 22,25 MWP, SISTEMA DI ACCUMULO E OPERE CONNESSE NEI COMUNI DI SALA BOLOGNESE (BO), CALDERARA DI RENO (BO) E SAN GIOVANNI IN PERSICETO (BO) DENOMINATO “PRATELLO”",[ID: 14443] PROCEDURA DI VALUTAZIONE DI IMPATTO AMBIENTALE RELATIVA AL PROGETTO DI UN IMPIANTO AGRIVOLTAICO PNRR DELLA POTENZA NOMINALE IN DC DI 55...,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6658,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6658
126,623,False,False,False,,,81.0,30.0,FG,FG,FG,FG,mw_conflict:81.0!=30.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 2 del 12 Gennaio 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 4 del 15 Gennaio 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63934,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63967
126,1098,False,False,False,,,81.0,6.6,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 2 del 12 Gennaio 2026,Determinazione del Dirigente Sezione Transizione Energetica n. 13 del 15 Gennaio 2026,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63934,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63970
130,131,False,False,False,,,80.031,80.031,PA,TP,PA,TP,province_conflict:PA!=TP,Sicilia,Sicilia,0,mase_provvedimenti,mase_provvedimenti,"Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, denominato ""Conche dell'Oro"", della potenza di 80,031 MW, e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Monreale (PA), Poggioreale (TP) e Gibe","Valutazione Impatto Ambientale (PNIEC-PNRR): Progetto di un impianto agrivoltaico, denominato ""Conche dell'Oro"", della potenza di 80,031 MW, e delle relative opere di connessione alla RTN, da realizzarsi nei comuni di Monreale (PA), Poggioreale (TP) e Gibe",https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5959,https://va.mite.gov.it/it-IT/Comunicazione/DettaglioUltimiProvvedimenti/5959
135,296,False,False,False,,,79.61,52.044,,,,,mw_conflict:79.61!=52.044,Sicilia,Sicilia,0,sicilia,sicilia,"PROGETTO PER LA REALIZZAZIONE DI UN PARCO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 79,61 MW E RELATIVI CAVIDOTTI E SOTTOSTAZIONE","REALIZZAZIONE DI UN PARCO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 52,044 MW E RELATIVI CAVIDOTTI E SOTTOSTAZIONE",https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=166&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=165&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0
152,204,False,False,False,,,75.16,66.0,,LE,,LE,mw_conflict:75.16!=66.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808
152,213,False,False,False,,,75.16,65.06,,FG,,FG,mw_conflict:75.16!=65.06,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752
152,404,False,False,False,,,75.16,44.489,,FG,,FG,mw_conflict:75.16!=44.489,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809
152,450,False,False,False,,,75.16,41.038,,FG,,FG,mw_conflict:75.16!=41.038,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778
152,467,False,False,False,,,75.16,40.0,,BR,,BR,mw_conflict:75.16!=40.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747
152,665,False,False,False,,,75.16,27.1,,BR,,BR,mw_conflict:75.16!=27.1,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807
152,1042,False,False,False,,,75.16,8.5,,BA,,BA,mw_conflict:75.16!=8.5,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
152,1099,False,False,False,,,75.16,6.6,,FG,,FG,mw_conflict:75.16!=6.6,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 264 del 7 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63763,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
153,200,False,False,False,,,75.16,66.584,,BR,,BR,mw_conflict:75.16!=66.584,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 319 del 30 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 315 del 20 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62782,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62780
153,252,False,False,False,,,75.16,57.44,,FG,,FG,mw_conflict:75.16!=57.44,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 319 del 30 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 308 del 17 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62782,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62761
153,363,False,False,False,,,75.16,47.83,,FG,,FG,mw_conflict:75.16!=47.83,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 319 del 30 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 309 del 17 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62782,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62760
153,621,False,False,False,,,75.16,30.0,,BR,,BR,mw_conflict:75.16!=30.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 319 del 30 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 300 del 10 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62782,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62750
153,843,False,False,False,,,75.16,17.44,,FG,,FG,mw_conflict:75.16!=17.44,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 319 del 30 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 307 del 13 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62782,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62762
184,351,False,False,False,,,68.58,48.733,FG,LE,FG,LE,province_conflict:FG!=LE,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 248 del 9 Ottobre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 255 del 17 Ottobre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63655,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63694
192,193,False,False,False,,,67.46,67.46,SR,CT,SR,CT,province_conflict:SR!=CT,Sicilia,Sicilia,0,mase,mase,"Progetto di un impianto fotovoltaico denominato ""Riggio Ferdinando"", di potenza pari a 67,46 MW e delle relative opere di connessione alla RTN, da realizzarsi nei Comuni di Francofonte e Vizzini (SR).","Progetto di un impianto fotovoltaico denominato ""Riggio Ferdinando"", di potenza pari a 67,46 MW e delle relative opere di connessione alla RTN, da realizzarsi nei Comuni di Francofonte (SR) e Vizzini (CT).",https://va.mite.gov.it/it-IT/Oggetti/Info/11827,https://va.mite.gov.it/it-IT/Oggetti/Info/11866
200,252,False,False,False,,,66.584,57.44,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 315 del 20 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 308 del 17 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62780,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62761
200,363,False,False,False,,,66.584,47.83,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 315 del 20 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 309 del 17 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62780,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62760
200,621,False,False,False,,,66.584,30.0,BR,BR,BR,BR,mw_conflict:66.584!=30.0,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 315 del 20 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 300 del 10 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62780,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62750
200,843,False,False,False,,,66.584,17.44,BR,FG,BR,FG,province_conflict:BR!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 315 del 20 dicembre 2024,Determinazione del Dirigente Sezione Transizione Energetica n. 307 del 13 dicembre 2024,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62780,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=62762
204,213,False,False,False,,,66.0,65.06,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752
204,404,False,False,False,,,66.0,44.489,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809
204,450,False,False,False,,,66.0,41.038,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778
204,467,False,False,False,,,66.0,40.0,LE,BR,LE,BR,province_conflict:LE!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747
204,665,False,False,False,,,66.0,27.1,LE,BR,LE,BR,province_conflict:LE!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807
204,1042,False,False,False,,,66.0,8.5,LE,BA,LE,BA,province_conflict:LE!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
204,1099,False,False,False,,,66.0,6.6,LE,FG,LE,FG,province_conflict:LE!=FG,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 293 del 28 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63808,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
213,404,False,False,False,,,65.06,44.489,FG,FG,FG,FG,mw_conflict:65.06!=44.489,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 292 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63809
213,450,False,False,False,,,65.06,41.038,FG,FG,FG,FG,mw_conflict:65.06!=41.038,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 273 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63778
213,467,False,False,False,,,65.06,40.0,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 263 del 6 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63747
213,665,False,False,False,,,65.06,27.1,FG,BR,FG,BR,province_conflict:FG!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 294 del 28 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63807
213,1042,False,False,False,,,65.06,8.5,FG,BA,FG,BA,province_conflict:FG!=BA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 268 del 7 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63777
213,1099,False,False,False,,,65.06,6.6,FG,FG,FG,FG,mw_conflict:65.06!=6.6,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 276 del 12 Novembre 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 274 del 12 Novembre 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63752,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63779
223,283,False,False,False,,,63.004,54.012,FG,FG,FG,FG,mw_conflict:63.004!=54.012,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 201 del 28 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 174 del 1 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63601,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63350
223,380,False,False,False,,,63.004,46.29,FG,FG,FG,FG,mw_conflict:63.004!=46.29,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 201 del 28 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 200 del 25 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63601,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63452
223,877,False,False,False,,,63.004,15.575,FG,TA,FG,TA,province_conflict:FG!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 201 del 28 Luglio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 194 del 23 Luglio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63601,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63446
240,439,False,False,False,,,60.0,41.45,LE,BR,LE,BR,province_conflict:LE!=BR,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 134 del 28 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 123 del 26 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63258,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63255
240,1076,False,False,False,,,60.0,7.501,LE,TA,LE,TA,province_conflict:LE!=TA,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 134 del 28 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 137 del 29 Maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63258,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63283
240,1109,False,False,False,,,60.0,6.3,LE,LE,LE,LE,mw_conflict:60.0!=6.3,Puglia,Puglia,0,sistema_puglia_energia,sistema_puglia_energia,Determinazione del Dirigente Sezione Transizione Energetica n. 134 del 28 Maggio 2025,Determinazione del Dirigente Sezione Transizione Energetica n. 116 del 20 maggio 2025,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63258,https://www.sistema.puglia.it/portal/page/portal/SistemaPuglia/DettaglioInfo?id=63237
